index	artwork_url	caption	commentable	comment_count	created_at	description	downloadable	download_count	duration	full_duration	embeddable_by	genre	has_downloads_left	id	kind	label_name	last_modified	license	likes_count	permalink	permalink_url	playback_count	public	publisher_metadata	purchase_title	purchase_url	release_date	reposts_count	secret_token	sharing	state	streamable	tag_list	title	track_format	uri	urn	user_id	visuals	waveform_url	display_date	station_urn	station_permalink	track_authorization	monetization_model	policy	media.transcodings	publisher_metadata.id	publisher_metadata.urn	publisher_metadata.artist	publisher_metadata.album_title	publisher_metadata.contains_music	publisher_metadata.publisher	publisher_metadata.upc_or_ean	publisher_metadata.isrc	publisher_metadata.explicit	publisher_metadata.writer_composer	publisher_metadata.release_title
10	https://i1.sndcdn.com/artworks-000015060097-09xo0e-large.jpg		True	4	2011-12-08T00:00:04Z		True	43	19390	19390	all		True	30027361	track		2018-01-11T09:16:49Z	all-rights-reserved	10	ted-valentin-time	https://soundcloud.com/henrik/ted-valentin-time	1304	True					3		public	finished	True	soundcloud:source=iphone-record	Ted Valentin time	single-track	https://api.soundcloud.com/tracks/30027361	soundcloud:tracks:30027361	16		https://wave.sndcdn.com/IgurdtTglw8J_m.json	2011-12-08T00:00:04Z	soundcloud:system-playlists:track-stations:30027361	track-stations:30027361	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjkxZjM5ODc1LTJmMzctNGFkZS1hZTIyLTZkM2ZmMjRjOGI5NiIsImlhdCI6MTYzNTk1MjAxMn0.92NGmwp6E9LKIeTD14Z7Ukw1z7t3d1pp5Pneav0-zS0	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30027361/cbf582fc-c6c9-45fc-8591-ae86b9c20bc2/stream/hls', 'preset': 'mp3_0_0', 'duration': 19390, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30027361/cbf582fc-c6c9-45fc-8591-ae86b9c20bc2/stream/progressive', 'preset': 'mp3_0_0', 'duration': 19390, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
11	https://i1.sndcdn.com/artworks-000014941525-0lscjo-large.jpg		True	3	2011-12-05T15:04:52Z		True	40	40112	40112	all		True	29793605	track		2011-12-05T15:05:37Z	all-rights-reserved	16	readmill-deploy	https://soundcloud.com/henrik/readmill-deploy	1111	True					4		public	finished	True	soundcloud:source=iphone-record	Readmill deploy	single-track	https://api.soundcloud.com/tracks/29793605	soundcloud:tracks:29793605	16		https://wave.sndcdn.com/SBTnGX8DTfEM_m.json	2011-12-05T15:04:52Z	soundcloud:system-playlists:track-stations:29793605	track-stations:29793605	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjJiZWRmYzZjLTdjZWEtNGJjMC05YjAxLTg1OWZjMGE2NDY0YyIsImlhdCI6MTYzNTk1MjAxMn0.mzLqMfcfZVkBE05xdNO88IXyn4wzyXsv-U0BSrZTFwA	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:29793605/bacb434d-007c-4866-9b6c-ff67db7f4a74/stream/hls', 'preset': 'mp3_0_0', 'duration': 40112, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:29793605/bacb434d-007c-4866-9b6c-ff67db7f4a74/stream/progressive', 'preset': 'mp3_0_0', 'duration': 40112, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
12			True	19	2011-07-09T19:55:37Z		False	0	133719	133719	all		False	18718720	track		2016-12-07T22:17:26Z	cc-by	50	drunk-picnic-guitar-at	https://soundcloud.com/joaoflux/drunk-picnic-guitar-at	1053	True					7		public	finished	True	soundcloud:source=android-record foursquare:venue=4adcda7df964a5208b4721e3 geo:lat=52.4878586 geo:lon=13.414023149999998	Drunk Picnic Guitar at Hasenheide Volkspark	single-track	https://api.soundcloud.com/tracks/18718720	soundcloud:tracks:18718720	20		https://wave.sndcdn.com/HX081rQIpQXq_m.json	2011-07-09T19:55:37Z	soundcloud:system-playlists:track-stations:18718720	track-stations:18718720	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjRjNDEzYzFhLTI2MGItNDQzZS1iNmJhLWU1NDkyZTc4ODJkMyIsImlhdCI6MTYzNTk1MjAxN30.dcF2jyOA2Mas3Un1S95phKUXk1gUhnDOBEqvm9zY-08	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:18718720/470279cf-7d6e-4db5-a82b-6790b5a8ee7f/stream/hls', 'preset': 'mp3_0_0', 'duration': 133719, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:18718720/470279cf-7d6e-4db5-a82b-6790b5a8ee7f/stream/progressive', 'preset': 'mp3_0_0', 'duration': 133719, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
13	https://i1.sndcdn.com/artworks-000008590062-504j58-large.jpg		True	4	2011-06-24T22:20:29Z		False	0	292578	292578	all		False	17798533	track		2011-06-24T22:20:49Z	cc-by	32	chessboxing-london-vs-berlin	https://soundcloud.com/joaoflux/chessboxing-london-vs-berlin	600	True					7		public	finished	True	soundcloud:source=android-record foursquare:venue=4adcda7bf964a520344721e3 geo:lat=52.5296551 geo:lon=13.3675094	Chessboxing London Vs Berlin at Tape	single-track	https://api.soundcloud.com/tracks/17798533	soundcloud:tracks:17798533	20		https://wave.sndcdn.com/FzoknNNSNGWG_m.json	2011-06-24T22:20:29Z	soundcloud:system-playlists:track-stations:17798533	track-stations:17798533	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImE1NzcyYTQyLTAxM2ItNGZmNS1hNmMyLWEyYzJiNTdhN2M1MSIsImlhdCI6MTYzNTk1MjAxN30.uxu5y2oZPw31xf9xgn-UMtmvomB-hFHQYOVho3Iy-S0	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:17798533/d097294a-f899-4626-babd-bf401c058f86/stream/hls', 'preset': 'mp3_0_0', 'duration': 292578, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:17798533/d097294a-f899-4626-babd-bf401c058f86/stream/progressive', 'preset': 'mp3_0_0', 'duration': 292578, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
14			True	5	2011-04-08T23:45:00Z	"Il-Jin ""Atem"" Choi about his interactive installation / happening ""Brennstoffzelle"""	True	20	48291	48291	all	Instalation	True	13291950	track		2011-09-29T02:25:17Z	all-rights-reserved	21	brennstoffzelle	https://soundcloud.com/joaoflux/brennstoffzelle	539	True					5		public	finished	True	post-it Il-JinChoi Berlin happening installation interactive	Brennstoffzelle	single-track	https://api.soundcloud.com/tracks/13291950	soundcloud:tracks:13291950	20		https://wave.sndcdn.com/htz3Sa338Gk5_m.json	2011-04-08T23:45:00Z	soundcloud:system-playlists:track-stations:13291950	track-stations:13291950	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjQ3Y2VlYjBjLWY0NWMtNGQ0MS05ZDQ5LTJmOTk0NTFhOWNlYiIsImlhdCI6MTYzNTk1MjAxN30.O-Aju78F7T6XBB_uGf_kyx5EZfsatzK3tML-AuBVG9g	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:13291950/592633c1-45c8-432d-8aee-65f0ea8bd15a/stream/hls', 'preset': 'mp3_0_0', 'duration': 48291, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:13291950/592633c1-45c8-432d-8aee-65f0ea8bd15a/stream/progressive', 'preset': 'mp3_0_0', 'duration': 48291, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
15			True	6	2011-03-22T22:37:41Z	"Liebe Restrealität,

Ihr feiert den achten Geburtstag, ein Alter, in dem sonst kaum jemandem eine Laudatio zuteil wird. In acht Jahren habt Ihr aber einiges erreicht, was Anlass zu einer wohlwollenden Rede gibt – und sei es nur, dass Ihr nicht so adipös seid, wie Eure kleine Schwester Facebook. Sie ist wohl auch gar nicht Eure Schwester ist, nicht mal eine Stiefschwester, sondern eine Ausgeburt der dunklen Seite, die die Realität abschaffen will.

Ihr seid die ""letzte Bastion der Wirklichkeit"". Das gallische Dorf also, das sich dem Verlust der Wirklichkeit entgegen stemmt, manchmal mit Zaubertrank, denn Zauber gehört eindeutig zur Wirklichkeit, und Zauber ist es, der den Buchhaltern der Pseudorealität Angst macht.

Was ist Wirklichkeit? Der kleinste gemeinsame Nenner, auf den sich mehr oder weniger kranke Gehirne verständigen? Ein Land in dessen Sprache jeder Satz mit Euro oder Dollar endet? Ein Ort, wo Freude ""Wachstum"" genannt wird und wo kollektive Fettsucht herrscht?

Ich wünsche Euch, dass Ihr groß und nicht fett werdet und dass Ihr die Wirklichkeit auch weiterhin mit aller Kraft verteidigt und Euch weder vor der großen Leere noch vor der großen Ordnung fürchtet und schon gar nicht vor dem großen Chaos, denn das ist vielleicht Euer wichtigster Verbündeter auf der Wanderung durch das mit viel Neonlicht verdunkelte Tal. Fürchtet Euch nicht."	True	21	80173	80173	all		True	12386020	track		2018-08-02T13:49:30Z	all-rights-reserved	14	restrealitaet	https://soundcloud.com/joaoflux/restrealitaet	648	True					1		public	finished	True	Restrealität	Restrealitaet	single-track	https://api.soundcloud.com/tracks/12386020	soundcloud:tracks:12386020	20		https://wave.sndcdn.com/PoNPJPN8tILq_m.json	2011-03-22T22:37:41Z	soundcloud:system-playlists:track-stations:12386020	track-stations:12386020	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6Ijk5ZDZhNGI2LTFhOWUtNDRhYy1hNmU2LWZiYzIzN2JkY2U4MiIsImlhdCI6MTYzNTk1MjAxN30.MiQUJo9ebyd3s32khD8BlVEbnfKpr12q1QkddP-_gsI	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:12386020/7b1d2c13-27c4-4252-a98f-920329235511/stream/hls', 'preset': 'mp3_0_0', 'duration': 80173, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:12386020/7b1d2c13-27c4-4252-a98f-920329235511/stream/progressive', 'preset': 'mp3_0_0', 'duration': 80173, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
16			True	0	2010-12-15T16:17:28Z	Klaus Hilmes spricht über eine Kugel	True	23	76097	76097	all	Kunst	True	8085242	track		2011-01-23T13:32:58Z	all-rights-reserved	11	klaushilmes-ohnetitel-kugel	https://soundcloud.com/joaoflux/klaushilmes-ohnetitel-kugel	746	True					2		public	finished	True	KlausHilmes Kugel deutsch	KlausHilmes - OhneTitel (Kugel)	single-track	https://api.soundcloud.com/tracks/8085242	soundcloud:tracks:8085242	20		https://wave.sndcdn.com/zdOTQ36T7ohg_m.json	2010-12-15T16:17:28Z	soundcloud:system-playlists:track-stations:8085242	track-stations:8085242	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6Ijk2YzNhYWUyLWFiOTctNDg5YS1hM2Q2LTZmN2QwNjBkMTE0NiIsImlhdCI6MTYzNTk1MjAxN30.QyZGN9zad0oQB1Of0Z2fDu8HA0dOwAzAM76oyH6Za3g	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:8085242/182810bd-f074-4456-a893-c70222042ef7/stream/hls', 'preset': 'mp3_0_0', 'duration': 76097, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:8085242/182810bd-f074-4456-a893-c70222042ef7/stream/progressive', 'preset': 'mp3_0_0', 'duration': 76097, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
17			True	3	2010-11-17T19:17:44Z	Dr. Brigitte Döbert über die Ausstellung Intolerance von Willem de Rooij in der Neuen Nationalgalerie in Berlin	True	49	182011	182011	all	Installation	True	7119932	track		2011-02-19T15:04:16Z	all-rights-reserved	11	dr-brigitte-dobert-willem-de-rooij-intolerance	https://soundcloud.com/joaoflux/dr-brigitte-dobert-willem-de-rooij-intolerance	679	True					2		public	finished	True	WillemDeRooij Intolerance installation NeueNationalGalerie Berlin Deutsch	Dr. Brigitte Döbert - Willem de Rooij / Intolerance	single-track	https://api.soundcloud.com/tracks/7119932	soundcloud:tracks:7119932	20		https://wave.sndcdn.com/RjdX3oALL0N7_m.json	2010-11-17T19:17:44Z	soundcloud:system-playlists:track-stations:7119932	track-stations:7119932	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImQ2ZWQ0NjAyLWM3MDQtNDk0ZC04NmFjLWUwNmVkNGE2MzM3MCIsImlhdCI6MTYzNTk1MjAxN30.hIFlVrgXmVAbIbexz8A5ADMA2zk4tdQ_tpHxnwWlW8c	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7119932/beb8861f-1d94-4f72-a1d7-624d217d136e/stream/hls', 'preset': 'mp3_0_0', 'duration': 182011, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7119932/beb8861f-1d94-4f72-a1d7-624d217d136e/stream/progressive', 'preset': 'mp3_0_0', 'duration': 182011, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
18			True	0	2010-11-15T20:32:04Z	Fabian Neumann about an interactive installation by an unknown artist	True	18	85582	85582	all	Interactive Installation	True	7051281	track		2011-02-19T15:04:16Z	all-rights-reserved	8	fabian-neumann-analoges-autorennspiel	https://soundcloud.com/joaoflux/fabian-neumann-analoges-autorennspiel	305	True					1		public	finished	True	ComputerGame Analog Installation Deutsch	Fabian Neumann - Analoges Autorennspiel	single-track	https://api.soundcloud.com/tracks/7051281	soundcloud:tracks:7051281	20		https://wave.sndcdn.com/g55Ykmsk1OCM_m.json	2010-11-15T20:32:04Z	soundcloud:system-playlists:track-stations:7051281	track-stations:7051281	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjZmNzBkNTBhLTI2OTctNDAxMS1hNTc5LTUyNmNmYzM0OTNlMiIsImlhdCI6MTYzNTk1MjAxN30.GGJ-So4JVJdp6dLnEVle2ls2aLvbj0p-kFvqWoLoeoc	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051281/fd1e7d09-0dfa-4b56-950b-3dbcd5081268/stream/hls', 'preset': 'mp3_0_0', 'duration': 85582, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051281/fd1e7d09-0dfa-4b56-950b-3dbcd5081268/stream/progressive', 'preset': 'mp3_0_0', 'duration': 85582, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
19			True	0	2010-11-15T20:29:16Z	Rainer Will about an interactive installation by an unknown artist	True	19	70165	70165	all	Interactive Installation	True	7051187	track		2011-02-19T15:04:17Z	all-rights-reserved	9	rainer-will-unkonown-artist-interactive-installation	https://soundcloud.com/joaoflux/rainer-will-unkonown-artist-interactive-installation	215	True					3		public	finished	True	Installation Animals Experiment Deutsch	Rainer Will - Unkonown Artist Interactive Installation	single-track	https://api.soundcloud.com/tracks/7051187	soundcloud:tracks:7051187	20		https://wave.sndcdn.com/y8SEUu1BMcqY_m.json	2010-11-15T20:29:16Z	soundcloud:system-playlists:track-stations:7051187	track-stations:7051187	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImViNDU0MmE1LTlhMTUtNGRlZS05MTc0LTI4MzExMzg2ZjYxZiIsImlhdCI6MTYzNTk1MjAxN30.P6lsupbkH_ZV_fZE20crO3TGA0FynMiQ8fGMKTpZQ9E	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051187/0fc68b39-4c6a-4109-83c9-e223505096dc/stream/hls', 'preset': 'mp3_0_0', 'duration': 70165, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051187/0fc68b39-4c6a-4109-83c9-e223505096dc/stream/progressive', 'preset': 'mp3_0_0', 'duration': 70165, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
20			True	0	2010-11-15T20:26:12Z	Sandra Bullock about Hyperexhibition	True	65	37630	37630	all	Exhibition	True	7051083	track		2011-02-19T15:04:17Z	all-rights-reserved	8	sandra-bullock-hyperexhibition	https://soundcloud.com/joaoflux/sandra-bullock-hyperexhibition	468	True					1		public	finished	True	Hyperexhibition Deutsch	Sandra Bullock - Hyperexhibition	single-track	https://api.soundcloud.com/tracks/7051083	soundcloud:tracks:7051083	20		https://wave.sndcdn.com/DyCTSEUcnw4k_m.json	2010-11-15T20:26:12Z	soundcloud:system-playlists:track-stations:7051083	track-stations:7051083	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjM4ZDcxZTYwLTMzMDUtNDRlZS1iMDI4LTIzM2M0YjZmYmQ2MCIsImlhdCI6MTYzNTk1MjAxN30.89ML7As2tO51_uJ3hE4gCQ23EXN867uUiW1hu9y1Shs	NOT_APPLICABLE	ALLOW	[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051083/5ee1570f-6118-4b2a-9c91-d53dbc405643/stream/hls', 'preset': 'mp3_0_0', 'duration': 37630, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:7051083/5ee1570f-6118-4b2a-9c91-d53dbc405643/stream/progressive', 'preset': 'mp3_0_0', 'duration': 37630, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]											
21	https://i1.sndcdn.com/artworks-000354007764-aye8k7-large.jpg		True	106	2018-05-29T07:57:11Z	I det här avsnittet går Jossa igenom statistik från 100 000 budgivningar som vi analyserat och Kalle pratar om utveckling av bostadsmarknaden efter skärpta amorteringskravet. Lyssna in och kom supergärna med feedback!	False	0	1522923	1522923	all		False	450630960	track		2021-02-10T11:47:35Z	all-rights-reserved	8	avsnitt-30-statistik-fran-budgivningar-och-utveckling-av-bostadsmarknaden	https://soundcloud.com/kalle/avsnitt-30-statistik-fran-budgivningar-och-utveckling-av-bostadsmarknaden	114	True					0		public	finished	True	bostadspodden	Avsnitt 30 - Statistik från budgivningar och utveckling av bostadsmarknaden	single-track	https://api.soundcloud.com/tracks/450630960	soundcloud:tracks:450630960	22		https://wave.sndcdn.com/aInPjwk3kfYj_m.json	2018-05-29T07:57:11Z	soundcloud:system-playlists:track-stations:450630960	track-stations:450630960	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNTk1MjAxOX0.U646BDcWUxf2edzMQjVCiOPfYl3NPA7nl4QSqj8AAFU	NOT_APPLICABLE	ALLOW	"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:450630960/d248e74c-557f-440d-a844-101d625f7e4a/stream/hls', 'preset': 'mp3_0_0', 'duration': 1522923, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:450630960/d248e74c-557f-440d-a844-101d625f7e4a/stream/progressive', 'preset': 'mp3_0_0', 'duration': 1522923, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:450630960/09783cea-85b4-41bf-b861-4db29dd62466/stream/hls', 'preset': 'opus_0_0', 'duration': 1522923, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]"	450630960.0	soundcloud:tracks:450630960	Kalle & Jossa	Bostadspodden							
22	https://i1.sndcdn.com/artworks-000354017859-3tf44v-large.jpg		True	0	2018-03-26T06:48:09Z	Efter en skakig höst, rekordmånga bostäder till salu och nytt skärpt amorteringskrav behöver vi prata om läget på bostadsmarknaden. Vad betyder allt det här för våren och resten av året? Vi klämmer även in lyssnarfråga - ska man passa på att köpa dyrt nu eller? - och uppdatering av Jossas byggplaner.	False	0	1689652	1689652	all	Business	False	419964212	track		2018-05-29T08:46:08Z	all-rights-reserved	3	avsnitt-28-skarpt-amorteringskrav-lyssnarfraga-och-laget-pa-bostadsmarknaden	https://soundcloud.com/kalle/avsnitt-28-skarpt-amorteringskrav-lyssnarfraga-och-laget-pa-bostadsmarknaden	39	True					1		public	finished	True	bostadspodden	Avsnitt 28 - Skärpt amorteringskrav, lyssnarfråga och läget på bostadsmarknaden	single-track	https://api.soundcloud.com/tracks/419964212	soundcloud:tracks:419964212	22		https://wave.sndcdn.com/6oyG5TLYqNPf_m.json	2018-03-26T06:48:09Z	soundcloud:system-playlists:track-stations:419964212	track-stations:419964212	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNTk1MjAxOX0.U646BDcWUxf2edzMQjVCiOPfYl3NPA7nl4QSqj8AAFU	NOT_APPLICABLE	ALLOW	"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:419964212/44eea4d6-7ab2-4286-9f7a-2594006b3658/stream/hls', 'preset': 'mp3_0_0', 'duration': 1689652, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:419964212/44eea4d6-7ab2-4286-9f7a-2594006b3658/stream/progressive', 'preset': 'mp3_0_0', 'duration': 1689652, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:419964212/11ed19fe-9fb9-4a9a-a993-ee0400475564/stream/hls', 'preset': 'opus_0_0', 'duration': 1689652, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]"	419964212.0	soundcloud:tracks:419964212	Bostadspodden								
23	https://i1.sndcdn.com/artworks-000250737781-ues0iy-large.jpg		True	0	2017-11-03T10:41:27Z	Bubblan spricker! Eller? Är bostadsmarknaden egentligen rätt stabil, förutom en liten justering på priserna på lägenheter i Stockholm? Vi reder ut siffrorna och pratar om vad förändringarna vi ser nu skulle kunna bero på.	False	0	2096574	2096574	all		False	350560312	track		2017-11-03T10:41:57Z	all-rights-reserved	2	avsnitt-27-vad-ar-det-som-hander-pa-bostadsmarknaden	https://soundcloud.com/kalle/avsnitt-27-vad-ar-det-som-hander-pa-bostadsmarknaden	91	True					0		public	finished	True	bostadspodden	Avsnitt 27 - Vad är det som händer på bostadsmarknaden?	single-track	https://api.soundcloud.com/tracks/350560312	soundcloud:tracks:350560312	22		https://wave.sndcdn.com/IDAeEgTrrlsM_m.json	2017-11-03T10:41:27Z	soundcloud:system-playlists:track-stations:350560312	track-stations:350560312	eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNTk1MjAxOX0.U646BDcWUxf2edzMQjVCiOPfYl3NPA7nl4QSqj8AAFU	NOT_APPLICABLE	ALLOW	"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:350560312/29854de9-4ea9-4fe5-bb0e-ce14489687c9/stream/hls', 'preset': 'mp3_0_0', 'duration': 2096574, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:350560312/29854de9-4ea9-4fe5-bb0e-ce14489687c9/stream/progressive', 'preset': 'mp3_0_0', 'duration': 2096574, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:350560312/2f41d834-6804-4422-8e3e-4275ac5a4501/stream/hls', 'preset': 'opus_0_0', 'duration': 2096574, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]"	350560312.0	soundcloud:tracks:350560312	Kalle & Jossa	Bostadspodden							
